ProductKey,sku,product_name,old_type,subcategory,category,department,product_family,meta_code,meta_mapped_by,meta_reason 
932,43015001,Little Movers - Disney Size 6,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
933,43016001,Little Movers - Disney Size 6,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
934,43017001,Little Movers Slip On Size 3,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
935,43018001,Little Movers Slip On Size 4,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
936,43019001,Little Movers Slip On Size 5,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
937,43020001,Little Snugglers Size 2,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
938,43021001,Little Snugglers Size 2,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
939,43022001,Little Snugglers Size Newborn,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
940,43023001,Little Snugglers Size Newborn,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
941,43024001,Little Snugglers Size Newborn,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
942,43025001,Little Swimmers Size Large,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
943,43026001,Little Swimmers Size Medium,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
944,43027001,Little Swimmers Size Small,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
945,43028001,Pull-ups 4T-5T/Girls,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
946,43029001,Snug & Dry - Disney Size 2,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
947,43030001,Snug & Dry - Disney Size 3,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
948,43031001,Snug & Dry - Disney Size 3,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
949,43032001,Snug & Dry - Disney Size 4,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
950,43033001,Snug & Dry - Disney Size 5,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
951,43034001,Snug & Dry - Disney Size 5,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
952,43035001,Snug & Dry - Disney Size 6,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
953,43036001,Snug & Dry - Disney Size 6,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
954,43037001,Snug & Dry Size 1,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
955,43038001,Snug & Dry Size 3,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
956,43039001,Snug & Dry Size 4,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
957,43040001,Snug & Dry Size 4,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
958,43041001,Snug & Dry Size 4,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
959,43042001,Snug & Dry Size 6,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
960,43043001,Cake Coffee Cakes Multi Pack,Coffee/Creamer,Donuts,Donuts,Snack Foods,Food,161,AU,Assuming coffee cakes are most similar to donuts
961,43044001,Cake Ding Dongs,,Muffins,Muffins,Baked Goods,Food,211,AU,Closest thing to cake is muffin
962,43045001,Cake Ho Hos,,Muffins,Muffins,Baked Goods,Food,211,AU,Closest thing to cake is muffin
963,43046001,Cake Twinkies,,Muffins,Muffins,Baked Goods,Food,211,AU,Closest thing to cake is muffin
964,43047001,Cake Twinkies,,Muffins,Muffins,Baked Goods,Food,211,AU,Closest thing to cake is muffin
965,43048001,Cupcakes Chocolate,,Muffins,Muffins,Baked Goods,Food,1208,RK,Cupcakes Chocolate re-mapped to Muffins by AU
966,43049001,Pie Apple,,Cookies,Cookies,Snack Foods,Food,1256,RK,Pie Apple mapped to Snack Cakes
967,43050001,Donuts Crunch Donettes Single Serve,,Donuts,Donuts,Snack Foods,Food,111,SJ,character match Donut
968,43051001,Donuts Frosted Donettes Single Serve,,Donuts,Donuts,Snack Foods,Food,111,SJ,character match Donut
969,43052001,Donuts Powdered Bagged Donettes,,Donuts,Donuts,Snack Foods,Food,111,SJ,character match Donut
970,43053001,Donuts Powdered Donettes Single Serve,,Donuts,Donuts,Snack Foods,Food,111,SJ,character match Donut
971,43054001,Horatio Avocado Dip ,Dips,Dips,Dips,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
972,43055001,Horatio Buttered Popcorn ,Popcorn,Popcorn,Popcorn,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
973,43056001,Horatio Cheese Dip ,Dips,Dips,Dips,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
974,43057001,Horatio Chocolate Chip Cookies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
975,43058001,Horatio Fondue Mix ,Dips,Dips,Dips,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
976,43059001,Horatio Frosted Cookies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
977,43060001,Horatio Fudge Brownies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
978,43061001,Horatio Fudge Cookies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
979,43062001,Horatio Graham Crackers ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
980,43063001,Horatio Lemon Cookies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
981,43064001,Horatio Low Fat Cookies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
982,43065001,Horatio Low Fat Popcorn ,Popcorn,Popcorn,Popcorn,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
983,43066001,Horatio No Salt Popcorn ,Popcorn,Popcorn,Popcorn,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
984,43067001,Horatio Salsa Dip ,Dips,Dips,Dips,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
985,43068001,Horatio Sugar Cookies ,Cookies,Cookies,Cookies,Snack Foods,Food,1,AU,Mapped from old item type into new subcategory
986,43071001,Hilltop 200 MG Acetominifen ,Acetominifen,Acetominifen,Acetominifen,Health and Hygiene,Non-Consumable,1,AU,Mapped from old item type into new subcategory
987,43072001,Hilltop 200 MG Ibuprofen ,Ibuprofen,Ibuprofen,Ibuprofen,Health and Hygiene,Non-Consumable,1,AU,Mapped from old item type into new subcategory
988,43073001,Hilltop Buffered Aspirin ,Aspirin,Aspirin,Aspirin,Health and Hygiene,Non-Consumable,1,AU,Mapped from old item type into new subcategory
989,43074001,Hilltop Childrens Aspirin ,Aspirin,Aspirin,Aspirin,Health and Hygiene,Non-Consumable,1,AU,Mapped from old item type into new subcategory
990,43075001,Hilltop Mint Mouthwash ,Mouthwash,Mouthwash,Mouthwash,Health and Hygiene,Non-Consumable,1,AU,Mapped from old item type into new subcategory
991,43076001,High Top Almonds ,Nuts,Nuts,Nuts,Produce,Food,1,AU,Mapped from old item type into new subcategory
992,43077001,High Top Asparagus ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
993,43078001,High Top Baby Onion ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
994,43079001,High Top Beets ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
995,43080001,High Top Broccoli ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
996,43081001,High Top Canned Peanuts ,Nuts,Nuts,Nuts,Produce,Food,1,AU,Mapped from old item type into new subcategory
997,43082001,High Top Cantelope ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
998,43083001,High Top Cauliflower ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
999,43084001,High Top Corn on the Cob ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1000,43085001,High Top Dried Mushrooms ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1001,43086001,High Top Elephant Garlic ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1002,43087001,High Top Fancy Plums ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1003,43088001,High Top Firm Tofu ,Tofu,Tofu,Tofu,Produce,Food,1,AU,Mapped from old item type into new subcategory
1004,43089001,High Top Fresh Lima Beans ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1005,43090001,High Top Fuji Apples ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1006,43091001,High Top Garlic ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1007,43092001,High Top Golden Delcious Apples ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1008,43093001,High Top Green Pepper ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1009,43094001,High Top Honey Dew ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1010,43095001,High Top Lemons ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1011,43096001,High Top Lettuce ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1012,43097001,High Top Limes ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1013,43098001,High Top Macintosh Apples ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1014,43099001,High Top Mandarin Oranges ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1015,43100001,High Top Mixed Nuts ,Nuts,Nuts,Nuts,Produce,Food,1,AU,Mapped from old item type into new subcategory
1016,43101001,High Top Mushrooms ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1017,43102001,High Top New Potatos ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1018,43103001,High Top Onions ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1019,43104001,High Top Oranges ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1020,43105001,High Top Party Nuts ,Nuts,Nuts,Nuts,Produce,Food,1,AU,Mapped from old item type into new subcategory
1021,43106001,High Top Peaches ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1022,43107001,High Top Plums ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1023,43108001,High Top Potatos ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1024,43109001,High Top Prepared Salad ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1025,43110001,High Top Red Delcious Apples ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1026,43111001,High Top Red Pepper ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1027,43112001,High Top Shitake Mushrooms ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1028,43113001,High Top Squash ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1029,43114001,High Top Summer Squash ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1030,43115001,High Top Sweet Onion ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1031,43116001,High Top Sweet Peas ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1032,43117001,High Top Tangerines ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1033,43118001,High Top Tomatos ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1034,43119001,High Top Walnuts ,Nuts,Nuts,Nuts,Produce,Food,1,AU,Mapped from old item type into new subcategory
1035,43120001,High Quality Counter Cleaner ,Cleaners,Cleaners,Cleaners,Household,Non-Consumable,251,AU,Comparison against set of known cleaner manufacturers and verified by hand
1036,43121001,High Quality Glass Cleaner ,Cleaners,Cleaners,Cleaners,Household,Non-Consumable,251,AU,Comparison against set of known cleaner manufacturers and verified by hand
1037,43122001,High Quality Room Freshener ,Deodorizers,Deodorizers,Deodorizers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1038,43123001,High Quality Toilet Bowl Cleaner ,Cleaners,Cleaners,Cleaners,Household,Non-Consumable,251,AU,Comparison against set of known cleaner manufacturers and verified by hand
1039,43124001,Juice Boxes Grabbin Grape,,Juice,Juice,Beverages,Drink,171,SJ,character match for juice
1040,43125001,Syrup Chocolate,,Sauces,Sauces,Baking Goods,Food,151,SJ,Sauce is best fit for syrup
1041,43126001,Syrup Strawberry,,Sauces,Sauces,Baking Goods,Food,151,SJ,Sauce is best fit for syrup
1042,43127001,Syrup Chocolate,,Sauces,Sauces,Baking Goods,Food,151,SJ,Sauce is best fit for syrup
1043,43128001,Syrup Chocolate,,Sauces,Sauces,Baking Goods,Food,151,SJ,Sauce is best fit for syrup
1044,43129001,Syrup Chocolate Lite,,Sauces,Sauces,Baking Goods,Food,151,SJ,Sauce is best fit for syrup
1045,43130001,Syrup Chocolate Sugar Free,,Sauces,Sauces,Baking Goods,Food,151,SJ,Sauce is best fit for syrup
1046,43131001,Syrup Strawberry,,Sauces,Sauces,Baking Goods,Food,151,SJ,Sauce is best fit for syrup
1047,43132001,Hermanos Almonds ,Nuts,Nuts,Nuts,Produce,Food,1,AU,Mapped from old item type into new subcategory
1048,43133001,Hermanos Asparagus ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1049,43134001,Hermanos Baby Onion ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1050,43135001,Hermanos Beets ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1051,43136001,Hermanos Broccoli ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1052,43137001,Hermanos Canned Peanuts ,Nuts,Nuts,Nuts,Produce,Food,1,AU,Mapped from old item type into new subcategory
1053,43138001,Hermanos Cantelope ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1054,43139001,Hermanos Cauliflower ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1055,43140001,Hermanos Corn on the Cob ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1056,43141001,Hermanos Dried Mushrooms ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1057,43142001,Hermanos Elephant Garlic ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1058,43143001,Hermanos Fancy Plums ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1059,43144001,Hermanos Firm Tofu ,Tofu,Tofu,Tofu,Produce,Food,1,AU,Mapped from old item type into new subcategory
1060,43145001,Hermanos Fresh Lima Beans ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1061,43146001,Hermanos Fuji Apples ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1062,43147001,Hermanos Garlic ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1063,43148001,Hermanos Golden Delcious Apples ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1064,43149001,Hermanos Green Pepper ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1065,43150001,Hermanos Honey Dew ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1066,43151001,Hermanos Lemons ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1067,43152001,Hermanos Lettuce ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1068,43153001,Hermanos Limes ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1069,43154001,Hermanos Macintosh Apples ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1070,43155001,Hermanos Mandarin Oranges ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1071,43156001,Hermanos Mixed Nuts ,Nuts,Nuts,Nuts,Produce,Food,1,AU,Mapped from old item type into new subcategory
1072,43157001,Hermanos Mushrooms ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1073,43158001,Hermanos New Potatos ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1074,43159001,Hermanos Onions ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1075,43160001,Hermanos Oranges ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1076,43161001,Hermanos Party Nuts ,Nuts,Nuts,Nuts,Produce,Food,1,AU,Mapped from old item type into new subcategory
1077,43162001,Hermanos Peaches ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1078,43163001,Hermanos Plums ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1079,43164001,Hermanos Potatos ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1080,43165001,Hermanos Prepared Salad ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1081,43166001,Hermanos Red Delcious Apples ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1082,43167001,Hermanos Red Pepper ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1083,43168001,Hermanos Shitake Mushrooms ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1084,43169001,Hermanos Squash ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1085,43170001,Hermanos Summer Squash ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1086,43171001,Hermanos Sweet Onion ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1087,43172001,Hermanos Sweet Peas ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1088,43173001,Hermanos Tangerines ,Fresh Fruit,Fresh Fruit,Fresh Fruit,Produce,Food,1,AU,Mapped from old item type into new subcategory
1089,43174001,Hermanos Tomatos ,Fresh Vegetables,Fresh Vegetables,Fresh Vegetables,Produce,Food,1,AU,Mapped from old item type into new subcategory
1090,43175001,Hermanos Walnuts ,Nuts,Nuts,Nuts,Produce,Food,1,AU,Mapped from old item type into new subcategory
1091,43176001,Salsa Mild,,Dips,Dips,Snack Foods,Food,1258,RK,Salsa Mild mapped to Dips
1092,43177001,Sour Cream Dip Bacon Ranch,,Sour Cream,Sour Cream,Dairy,Food,341,AU,From a character match with Sour Cream
1093,43178001,Ketchup Original,,Sauces,Sauces,Baking Goods,Food,1260,RK,Ketchup Original mapped to Condiments
1094,43179001,Aloha Morning Mixed Berry,,Flavored Drinks,Flavored Drinks,Beverages,Drink,221,AU,Comparison against a set of known drink manufacturers
1095,43180001,Aloha Morning Orange Citrus,,Flavored Drinks,Flavored Drinks,Beverages,Drink,221,AU,Comparison against a set of known drink manufacturers
1096,43181001,Juice Lemonade,,Juice,Juice,Beverages,Drink,171,SJ,character match for juice
1097,43182001,Gulf Coast Malted Milk Balls ,Chocolate Candy,Chocolate Candy,Chocolate Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
1098,43183001,Gulf Coast Mint Chocolate Bar ,Chocolate Candy,Chocolate Candy,Chocolate Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
1099,43184001,Gulf Coast Mints ,Hard Candy,Hard Candy,Hard Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
1100,43185001,Gulf Coast Semi-Sweet Chocolate Bar ,Chocolate Candy,Chocolate Candy,Chocolate Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
1101,43186001,Gulf Coast Spicy Mints ,Hard Candy,Hard Candy,Hard Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
1102,43187001,Gulf Coast Tasty Candy Bar ,Chocolate Candy,Chocolate Candy,Chocolate Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
1103,43188001,Gulf Coast White Chocolate Bar ,Chocolate Candy,Chocolate Candy,Chocolate Candy,Snacks,Food,1,AU,Mapped from old item type into new subcategory
1104,43189001,Green Ribbon Canned Mixed Fruit ,Canned Fruit,Canned Fruit,Canned Fruit,Canned Products,Food,1,AU,Mapped from old item type into new subcategory
1105,43190001,Green Ribbon Canned Peaches ,Canned Fruit,Canned Fruit,Canned Fruit,Canned Products,Food,1,AU,Mapped from old item type into new subcategory
1106,43191001,Coconut Milk Original,Soda/Juice/Drinks,Flavored Drinks,Flavored Drinks,Beverages,Drink,301,AU,Comparison against set of known flavored drink manufacturers and verified by hand
1107,43192001,Flavor Straws Chocolate,,Flavored Drinks,Flavored Drinks,Beverages,Drink,221,AU,Comparison against a set of known drink manufacturers
1108,43193001,Flavor Straws Strawberry Magic,,Flavored Drinks,Flavored Drinks,Beverages,Drink,221,AU,Comparison against a set of known drink manufacturers
1109,43194001,Gorilla Blueberry Yogurt ,Yogurt,Yogurt,Yogurt,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1110,43195001,Gorilla Cheese Spread ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1111,43196001,Gorilla Havarti Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1112,43197001,Gorilla Head Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1113,43198001,Gorilla Jack Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1114,43199001,Gorilla Large Curd Cottage Cheese ,Cottage Cheese,Cottage Cheese,Cottage Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1115,43200001,Gorilla Low Fat Cottage Cheese ,Cottage Cheese,Cottage Cheese,Cottage Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1116,43201001,Gorilla Low Fat Sour Cream ,Sour Cream,Sour Cream,Sour Cream,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1117,43202001,Gorilla Low Fat String Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1118,43203001,Gorilla Mild Cheddar Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1119,43204001,Gorilla Muenster Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1120,43205001,Gorilla Sharp Cheddar Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1121,43206001,Gorilla Sour Cream ,Sour Cream,Sour Cream,Sour Cream,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1122,43207001,Gorilla Strawberry Yogurt ,Yogurt,Yogurt,Yogurt,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1123,43208001,Gorilla String Cheese ,Cheese,Cheese,Cheese,Dairy,Food,1,AU,Mapped from old item type into new subcategory
1124,43209001,Boys L/XL,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1125,43210001,Boys S/M,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1126,43211001,Girl L & XL,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1127,43212001,Girls 2T-3T,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1128,43213001,Girls L/XL,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1129,43214001,Girls S/M,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1130,43215001,Girls S/M,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
1131,43216001,Tru-Fit Refills L/XL,Diapers,Diapers,Diapers,Household,Non-Consumable,1,AU,Mapped from old item type into new subcategory
